id,general_name,certificate_owner,brand_owner,consumer_price,unit_price,irc,gtin,emergency_licence,license_expire_date,response_code
323,FLUORIDE SODIUM MOUTHWASH DENTAL 0.2 % 250MILLILITER,دارو سازی بهوزان,دارو سازی بهوزان,-,-,4955167668747040,06260160541117,,,200
324,FLUORIDE SODIUM TABLET ORAL 20 mg,داروئی و بهداشتی لقمان,داروئی و بهداشتی لقمان,-,750,7164344377110523,06261207002721,,,200
325,FLUORIDE SODIUM TABLET ORAL 20 mg,داروئی و بهداشتی لقمان,داروئی و بهداشتی لقمان,145200,1452,6684992794800051,06261207002721,,1395/04/07,200
326,"FLUOROMETHOLONE SUSPENSION, DROPS OPHTHALMIC 0.1 % 5MILLILITER",دارو سازی بهوزان,دارو سازی بهوزان,-,22200,8556973695145382,06260160511080,,,200
327,FLUOROURACIL INJECTION PARENTERAL 50 mg/1mL 10MILLILITER,فرآورده های زیستی و ضد سرطان خوارزمی,Biosyn,-,130000,0364317529923310,04260225250277,,1396/02/30,200
328,FLUOROURACIL INJECTION PARENTERAL 50 mg/1mL 10MILLILITER,زیست دارو درمان پارس,Intas Pharmaceuticals Ltd,100000,100000,9463905573183814,06260729511582,,1398/03/25,200
329,FLUOROURACIL INJECTION PARENTERAL 50 mg/1mL 10MILLILITER,زیست دارو درمان پارس,Intas Pharmaceuticals Ltd,0,0,0135712599750131,06261228145315,,1398/03/25,200
330,FLUOROURACIL INJECTION PARENTERAL 50 mg/1mL 10MILLILITER,زیست دارو درمان پارس,Intas Pharmaceuticals Ltd,165000,165000,7540728491198994,08901708023754,,1398/03/25,200
331,FLUOROURACIL INJECTION PARENTERAL 50 mg/1mL 10MILLILITER,فرآورده های زیستی و ضد سرطان خوارزمی,Biosyn,-,260000,2083079639916335,04260225250284,,1396/02/30,200
332,FLUOROURACIL INJECTION PARENTERAL 50 mg/1mL 20MILLILITER,کاوش گستر دارو,Ebewe Pharma,2447000,2447000,0912638279865115,06261784400828,,1405/08/30,200
333,FLUOROURACIL INJECTION PARENTERAL 50 mg/1mL 10MILLILITER,کاوش گستر دارو,Ebewe Pharma,0,0,3768854438793058,09088881324836,,1401/08/22,200
334,FLUOROURACIL INJECTION PARENTERAL 50 mg/1mL 10MILLILITER,فرآورده های زیستی و ضد سرطان خوارزمی,Biosyn,-,100000,5250692840025727,04260225250260,,1396/02/30,200
335,FLUOXETINE (AS HYDROCHLORIDE) CAPSULE ORAL 10 mg,لابراتوارهای شهردارو,لابراتوارهای شهردارو,90000,900,2022549559212413,06260195220315,,,200
336,FLUOXETINE (AS HYDROCHLORIDE) CAPSULE ORAL 10 mg,سجاد داروی شرق,سجاد داروی شرق,797000,7970,3021033382462686,06260720900392,,1396/08/05,200
337,FLUOXETINE (AS HYDROCHLORIDE) CAPSULE ORAL 10 mg,داروسازی دکتر عبیدی,داروسازی دکتر عبیدی,797000,7970,9240419521194103,06260154640116,,1405/05/29,200
338,FLUOXETINE (AS HYDROCHLORIDE) CAPSULE ORAL 10 mg,دارو سازی تهران دارو,دارو سازی تهران دارو,797000,7970,6566328382758119,06260153904677,,1406/10/18,200
339,FLUOXETINE (AS HYDROCHLORIDE) CAPSULE ORAL 10 mg,داروسازی آریا,داروسازی آریا,797000,7970,7169534121325975,06260157100365,,1406/02/20,200
340,FLUOXETINE (AS HYDROCHLORIDE) CAPSULE ORAL 20 mg,پارس دارو,پارس دارو,-,1100,9579493183799730,,,,200
341,FLUOXETINE (AS HYDROCHLORIDE) CAPSULE ORAL 20 mg,لابراتوار داروسازی و بهداشتی شفا,لابراتوار داروسازی و بهداشتی شفا,1058000,10580,2333691834135183,06260343640552,,1403/09/25,200
342,FLUOXETINE (AS HYDROCHLORIDE) CAPSULE ORAL 20 mg,لابراتوارهای شهردارو,لابراتوارهای شهردارو,1058000,10580,6414233732764244,06260195220322,,1406/10/24,200
343,FLUOXETINE (AS HYDROCHLORIDE) CAPSULE ORAL 20 mg,داروسازی دکتر عبیدی,داروسازی دکتر عبیدی,1058000,10580,6444314767620929,06260154640024,,1405/03/10,200
344,FLUOXETINE (AS HYDROCHLORIDE) CAPSULE ORAL 20 mg,داروسازی اکسیر,داروسازی اکسیر,1058000,10580,4779040265469166,06260153031656,,1403/08/18,200
345,FLUOXETINE (AS HYDROCHLORIDE) CAPSULE ORAL 20 mg,دایر دارو,دایر دارو,-,1100,4426629832229202,06260783600086,,,200
346,FLUOXETINE (AS HYDROCHLORIDE) CAPSULE ORAL 20 mg,داروسازی آریا,داروسازی آریا,1058000,10580,0939229254575967,06260157100372,,1406/02/20,200
347,FLUOXETINE (AS HYDROCHLORIDE) CAPSULE ORAL 20 mg,دارو سازی تهران دارو,دارو سازی تهران دارو,1058000,10580,5527184878216715,06260153904684,,1406/10/18,200
348,FLUOXETINE (AS HYDROCHLORIDE) CAPSULE ORAL 20 mg,پارس دارو,پارس دارو,1058000,10580,9778750680597224,06260113740178,,1406/07/25,200
349,FLUOXETINE (AS HYDROCHLORIDE) CAPSULE ORAL 20 mg,سجاد داروی شرق,سجاد داروی شرق,1058000,10580,5440176581949976,06260720900385,,1399/07/27,200
350,FLUOXETINE (AS HYDROCHLORIDE) CAPSULE ORAL 20 mg,داروسازی جالینوس,داروسازی جالینوس,1058000,10580,1846330801014833,06260164730098,,1402/09/25,200
351,FLUOXETINE (AS HYDROCHLORIDE) SYRUP ORAL 4 mg/1mL 60MILLILITER,داروسازی دکتر عبیدی,داروسازی دکتر عبیدی,218587,218587,6615378590695937,06260154612311,,1399/06/01,200
352,FLUOXETINE (AS HYDROCHLORIDE) SYRUP ORAL 4 mg/1mL 60MILLILITER,لابراتوارهای شهردارو,لابراتوارهای شهردارو,218587,218587,1263347226298175,06260195235456,,1402/11/07,200
353,FLUPHENAZINE TABLET ORAL 1 mg,صنعتی کیمیدارو,صنعتی کیمیدارو,80000,800,2418202772763622,,,,200
354,"ACETAMINOPHEN INJECTION, SOLUTION INTRAVENOUS 10 mg/1mL 100MILLILITER",کی بی سی,کی بی سی,8000,800,5030297407469321,06260182910892,,,200
355,FLUPHENAZINE DECANOATE INJECTION PARENTERAL 25 mg/1mL,صنعتی کیمیدارو,صنعتی کیمیدارو,965820,193164,8955732829150005,06260182910915,,1403/05/11,200
356,FLUPHENAZINE DECANOATE INJECTION PARENTERAL 25 mg/1mL,صنعتی کیمیدارو,صنعتی کیمیدارو,34000,34000,3886598140321354,06260182910915,,,200
357,FLURAZEPAM CAPSULE ORAL 15 mg,پارس دارو,پارس دارو,667300,6673,0356082348671643,06260113740314,,1406/07/24,200
358,FLURAZEPAM CAPSULE ORAL 15 mg,داروسازی اکسیر,داروسازی اکسیر,160000,1600,3658343301333704,06260153031649,,,200
359,FLURAZEPAM CAPSULE ORAL 15 mg,پارس دارو,پارس دارو,-,1600,2379965940843097,,,,200
360,FLUTAMIDE TABLET ORAL 250 mg,ایران هورمون,ایران هورمون,4275000,42750,9965600794297099,06260155200746,,1402/12/28,200
361,FLUTAMIDE TABLET ORAL 250 mg,ساز دارو جوان,Medochemie,1000000,20000,3480564334056449,6260530600130,,1395/05/22,200
362,FLUTAMIDE TABLET ORAL 250 mg,داروسازی سبحان انکولوژی,Biosyn(rotendorf),1344000,16000,5969193051997650,06260607800012,,1392/10/27,200
363,FLUTAMIDE TABLET ORAL 250 mg,مهردارو,مهردارو,4275000,42750,5608374577154938,06260166105115,,1401/12/04,200
364,FLUTAMIDE TABLET ORAL 250 mg,داروسازی سبحان انکولوژی,داروسازی سبحان انکولوژی,3948000,47000,7362629693069390,06260607810417,,1402/08/11,200
365,FLUTICASONE PROPIONATE INHALANT RESPIRATORY 250 ug/1{dose} 120PUFF,داروسازی جابرابن حیان,داروسازی جابرابن حیان,785900,785900,4780154922129147,06260155762466,,1403/08/03,200
366,FLUTICASONE PROPIONATE INHALANT RESPIRATORY 50 ug/1{dose} 120PUFF,داروسازی جابرابن حیان,داروسازی جابرابن حیان,221299,221299,0642425897507235,06260155762442,,1403/08/01,200
367,FLUVOXAMINE MALEATE TABLET ORAL 50 mg,البرز دارو,البرز دارو,99000,3300,9970921009617055,,,,200
368,FLUVOXAMINE MALEATE TABLET ORAL 50 mg,داروئی و بهداشتی لقمان,داروئی و بهداشتی لقمان,-,3300,0957719965025208,06261207093750,,,200
369,FLUVOXAMINE MALEATE TABLET ORAL 50 mg,البرز دارو,البرز دارو,684000,22800,9296384731198306,06260152414344,,1402/04/24,200
370,FLUVOXAMINE MALEATE TABLET ORAL 50 mg,دارو سازی تهران دارو,دارو سازی تهران دارو,684000,22800,8183123424762673,06260153904011,,1405/10/11,200
371,FLUVOXAMINE MALEATE TABLET ORAL 50 mg,سبحان دارو,سبحان دارو,684000,22800,3445352703362510,06260538412278,,1394/01/27,200
372,FLUVOXAMINE MALEATE TABLET ORAL 50 mg,داروسازی خوارزمی,داروسازی خوارزمی,-,3300,2022075013670117,06260160215377,,,200
373,FLUVOXAMINE MALEATE TABLET ORAL 50 mg,داروئی ارایشی وبهداشتی مینو,داروئی ارایشی وبهداشتی مینو,684000,22800,8446334239749704,06260764910968,,1399/04/23,200
374,FLUVOXAMINE MALEATE TABLET ORAL 50 mg,لابراتوار داروسازی و بهداشتی شفا,لابراتوار داروسازی و بهداشتی شفا,-,3300,0747703906339063,06260343630881,,,200
375,FLUVOXAMINE MALEATE TABLET ORAL 50 mg,داروسازی دکتر عبیدی,داروسازی دکتر عبیدی,99000,3300,4603421698254933,06260154634115,,1397/02/20,200
376,FLUVOXAMINE MALEATE TABLET ORAL 50 mg,باختر  بیوشیمی,باختر  بیوشیمی,684000,22800,1286739368953238,06260483511217,,1403/10/24,200
377,FOLIC ACID TABLET ORAL 5 mg,روزدارو,روزدارو,348000,3480,1170254911763247,06260165030821,,1402/08/11,200
378,FOLIC ACID TABLET ORAL 5 mg,داروسازی جالینوس,داروسازی جالینوس,348000,3480,4955117439425507,06260164711097,,1406/05/14,200
379,FOLIC ACID TABLET ORAL 5 mg,داروسازی جالینوس,داروسازی جالینوس,80000,800,7074139857808943,,,,200
380,FOLIC ACID TABLET ORAL 1 mg,مهردارو,مهردارو,232000,2320,1088117746281871,06260166105047,,1403/04/31,200
381,FOLIC ACID TABLET ORAL 1 mg,داروسازی رها اصفهان,داروسازی رها اصفهان,700000,7000,7936585021208845,0,,,200
382,FOLIC ACID TABLET ORAL 5 mg,روزدارو,روزدارو,80000,800,2740491036629146,,,,200
383,FOLIC ACID TABLET ORAL 5 mg,ایران دارو,ایران دارو,348000,3480,8399655536377115,06260155400337,,1402/10/18,200
384,FURAZOLIDONE SUSPENSION ORAL 50 mg/15mL 120MILLILITER,پور سینا,پور سینا,-,41000,3892568965395781,06260161060266,,,200
385,FURAZOLIDONE SUSPENSION ORAL 50 mg/15mL 120MILLILITER,دارو سازی تهران دارو,دارو سازی تهران دارو,-,41000,9863421419594632,,,,200
386,FURAZOLIDONE SUSPENSION ORAL 50 mg/15mL 120MILLILITER,لابراتوار داروسازی و بهداشتی شفا,لابراتوار داروسازی و بهداشتی شفا,-,41000,1921619953169654,06260343661151,,,200
387,FURAZOLIDONE SUSPENSION ORAL 50 mg/15mL 120MILLILITER,داروسازی پاک دارو,داروسازی پاک دارو,-,41000,7028849811377961,,,,200
388,FURAZOLIDONE SUSPENSION ORAL 50 mg/15mL 120MILLILITER,پور سینا,پور سینا,-,41000,3709780070544415,,,,200
389,FURAZOLIDONE SUSPENSION ORAL 50 mg/15mL 120MILLILITER,داروسازی پاک دارو,داروسازی پاک دارو,199000,199000,9357471509302855,06260158500072,,1395/04/07,200
390,FURAZOLIDONE SUSPENSION ORAL 50 mg/15mL 120MILLILITER,دارو سازی تهران دارو,دارو سازی تهران دارو,-,41000,3661553687068707,06260153903106,,,200
391,FURAZOLIDONE TABLET ORAL 100 mg,دارو سازی تهران دارو,دارو سازی تهران دارو,754000,7540,2728713975143623,06260153904493,,1405/10/04,200
392,FURAZOLIDONE TABLET ORAL 100 mg,دارو سازی تهران دارو,دارو سازی تهران دارو,120000,1200,3473013378645567,,,,200
393,FUROSEMIDE INJECTION INTRAVENOUS 10 mg/1mL 2MILLILITER,داروسازی ابوریحان,داروسازی ابوریحان,80600,80600,3194375148340133,06260164603019,,1405/07/10,200
394,FUROSEMIDE INJECTION INTRAVENOUS 10 mg/1mL 2MILLILITER,داروسازی کاسپین تأمین,داروسازی کاسپین تأمین,806000,80600,3193266550334688,06260157732306,,1403/06/09,200
395,FUROSEMIDE INJECTION INTRAVENOUS 10 mg/1mL 2MILLILITER,صنعتی کیمیدارو,صنعتی کیمیدارو,111000,11100,1036142117878841,06260182921911,,1394/08/17,200
396,FUROSEMIDE INJECTION INTRAVENOUS 10 mg/1mL 2MILLILITER,البرز دارو,البرز دارو,80600,80600,3678204926921198,06260152439026,,1405/12/07,200
397,FUROSEMIDE INJECTION INTRAVENOUS 10 mg/1mL 2MILLILITER,صنعتی کیمیدارو,صنعتی کیمیدارو,111000,11100,2508955357016596,,,,200
398,FUROSEMIDE INJECTION INTRAVENOUS 10 mg/1mL 2MILLILITER,داروسازی کاسپین تأمین,داروسازی کاسپین تأمین,-,11100,3043805354502866,,,,200
399,FUROSEMIDE TABLET ORAL 40 mg,داروسازی رها اصفهان,داروسازی رها اصفهان,-,900,0686654259886470,06260616590096,,,200
400,FUROSEMIDE TABLET ORAL 40 mg,مهردارو,مهردارو,406000,4060,2137463568741874,06260166100202,,1405/06/12,200
401,FUROSEMIDE TABLET ORAL 40 mg,صنعتی کیمیدارو,صنعتی کیمیدارو,90000,900,6119357630955347,,,,200
402,GABAPENTIN CAPSULE ORAL 100 mg,رامو فارمین,رامو فارمین,1010000,10100,6926756398321455,06260166800133,,1403/03/23,200
403,GABAPENTIN CAPSULE ORAL 100 mg,لابراتوار داروسازی و بهداشتی شفا,لابراتوار داروسازی و بهداشتی شفا,1010000,10100,5567598214915268,06260343640057,,1402/11/08,200
404,GABAPENTIN CAPSULE ORAL 100 mg,مهردارو,مهردارو,1010000,10100,8457793612922929,06260166105221,,1405/12/21,200
405,GABAPENTIN CAPSULE ORAL 100 mg,الحاوی,الحاوی,505000,10100,6138671048117322,06260171300130,,1401/03/30,200
406,GABAPENTIN CAPSULE ORAL 100 mg,دارو سازی تهران دارو,دارو سازی تهران دارو,1010000,10100,6033585782542988,06260153905094,,1405/08/29,200
407,GABAPENTIN CAPSULE ORAL 100 mg,داروسازی رها اصفهان,داروسازی رها اصفهان,220000,2200,5277605727229638,06260616500132,,,200
408,GABAPENTIN CAPSULE ORAL 100 mg,ایران دارو,ایران دارو,1010000,10100,6459418977656858,06260155420076,,1403/10/10,200
409,GABAPENTIN CAPSULE ORAL 100 mg,باختر  بیوشیمی,باختر  بیوشیمی,303000,10100,1784668017639672,06260483520615,,1403/09/26,200
410,GABAPENTIN CAPSULE ORAL 100 mg,دارو سازی حکیم,دارو سازی حکیم,303000,10100,5097566944058776,06260155890701,,1403/05/24,200
411,GABAPENTIN CAPSULE ORAL 100 mg,مهبان دارو,مهبان دارو,220000,2200,2434961942997897,06260623815014,,,200
412,GABAPENTIN CAPSULE ORAL 100 mg,داروسازی امین,داروسازی امین,1010000,10100,6216013473328393,06260154910097,,1404/02/05,200
413,GABAPENTIN CAPSULE ORAL 100 mg,داروسازی جالینوس,داروسازی جالینوس,1010000,10100,6360409635033320,06260164730128,,1404/05/26,200
414,GABAPENTIN CAPSULE ORAL 100 mg,داروسازی آریا,داروسازی آریا,1010000,10100,9301704550425120,06260157198232,,1402/08/11,200
415,GABAPENTIN CAPSULE ORAL 100 mg,سبحان دارو,سبحان دارو,606000,10100,4012070808178806,06260538413022,,1405/12/27,200
416,GABAPENTIN CAPSULE ORAL 100 mg,داروسازی اکسیر,داروسازی اکسیر,1010000,10100,9739220992388555,06260153031816,,1400/11/17,200
417,GABAPENTIN CAPSULE ORAL 100 mg,داروئی و بهداشتی لقمان,داروئی و بهداشتی لقمان,-,2200,5170128637990357,06261207093538,,,200
418,GABAPENTIN CAPSULE ORAL 100 mg,کارخانجات دارو پخش,کارخانجات دارو پخش,220000,2200,1218057074660797,06260132422055,,,200
419,GABAPENTIN CAPSULE ORAL 100 mg,دارو سازی سها,دارو سازی سها,220000,2200,8500922654346866,06260154314031,,,200
420,GABAPENTIN CAPSULE ORAL 100 mg,لابراتوارهای رازک,لابراتوارهای رازک,220000,2200,3943649613434825,06260154201829,,,200
421,GABAPENTIN CAPSULE ORAL 100 mg,داروسازی دکتر عبیدی,داروسازی دکتر عبیدی,505000,10100,2826551586630328,06260154641519,,1398/04/14,200
422,GABAPENTIN CAPSULE ORAL 300 mg,داروسازی امین,داروسازی امین,1710000,17100,9655704974062505,06260154910103,,1404/02/05,200
423,GABAPENTIN CAPSULE ORAL 300 mg,باختر  بیوشیمی,باختر  بیوشیمی,513000,17100,1447972649157651,06260483520622,,1403/09/26,200
424,GABAPENTIN CAPSULE ORAL 300 mg,مهبان دارو,مهبان دارو,1710000,17100,1276555961739587,06260623815069,,1396/12/03,200
425,GABAPENTIN CAPSULE ORAL 300 mg,داروسازی اکسیر,داروسازی اکسیر,1710000,17100,1478116808777563,06260153031823,,1405/01/17,200
426,GABAPENTIN CAPSULE ORAL 300 mg,داروسازی جالینوس,داروسازی جالینوس,1710000,17100,1177148208088609,06260164730142,,1404/05/26,200
427,GABAPENTIN CAPSULE ORAL 300 mg,دارو سازی سها,دارو سازی سها,550000,5500,7565098653085242,06260154314048,,,200
428,GABAPENTIN CAPSULE ORAL 300 mg,لابراتوار داروسازی و بهداشتی شفا,لابراتوار داروسازی و بهداشتی شفا,1710000,17100,1345222932924536,06260343640071,,1402/11/08,200
429,GABAPENTIN CAPSULE ORAL 300 mg,داروسازی دکتر عبیدی,داروسازی دکتر عبیدی,855000,17100,7766228664385096,06260154641564,,1398/04/14,200
430,GABAPENTIN CAPSULE ORAL 300 mg,ایران ناژو,ایران ناژو,1710000,17100,4692695208791898,06260094353190,,1403/03/06,200
431,GABAPENTIN CAPSULE ORAL 300 mg,کارخانجات دارو پخش,کارخانجات دارو پخش,550000,5500,3589265981756665,06260132422079,,,200
432,GABAPENTIN CAPSULE ORAL 300 mg,داروسازی آریا,داروسازی آریا,1710000,17100,0903378443618053,06260157100617,,1402/08/04,200
433,GABAPENTIN CAPSULE ORAL 300 mg,ایران دارو,ایران دارو,1710000,17100,4586904683493037,06260155420083,,1403/10/10,200
434,GABAPENTIN CAPSULE ORAL 300 mg,داروسازی رها اصفهان,داروسازی رها اصفهان,1710000,17100,7469473075352068,06260616500149,,1404/10/12,200
435,GABAPENTIN CAPSULE ORAL 300 mg,لابراتوارهای رازک,لابراتوارهای رازک,550000,5500,5450507573445185,06260154201850,,,200
436,GABAPENTIN CAPSULE ORAL 300 mg,دارو سازی حکیم,دارو سازی حکیم,513000,17100,1557892739313469,06260155800328,,1404/10/22,200
437,GABAPENTIN CAPSULE ORAL 300 mg,داروئی و بهداشتی لقمان,داروئی و بهداشتی لقمان,-,5500,3748128838975497,06261207093613,,,200
438,GABAPENTIN CAPSULE ORAL 300 mg,سبحان دارو,سبحان دارو,855000,17100,1144071318853247,06260538413039,,1405/12/27,200
439,GABAPENTIN CAPSULE ORAL 300 mg,دارو سازی تهران دارو,دارو سازی تهران دارو,513000,17100,8973356593158662,06260153906008,,1404/06/21,200
440,GABAPENTIN CAPSULE ORAL 300 mg,مهردارو,مهردارو,1710000,17100,8389905538261262,06260166105238,,1406/03/10,200
441,GABAPENTIN CAPSULE ORAL 400 mg,دارو سازی سها,دارو سازی سها,667000,6670,8927646137635370,06260154314062,,,200
442,GABAPENTIN CAPSULE ORAL 400 mg,لابراتوارهای رازک,لابراتوارهای رازک,1486400,14864,0349032461451206,06260154202468,,1398/03/16,200
443,GABAPENTIN CAPSULE ORAL 400 mg,مهردارو,مهردارو,2110000,21100,4139608403766726,06260166105412,,1406/03/10,200
444,GABAPENTIN CAPSULE ORAL 400 mg,داروئی و بهداشتی لقمان,داروئی و بهداشتی لقمان,-,6670,9294615450172365,06261207093606,,,200
445,GABAPENTIN CAPSULE ORAL 400 mg,لابراتوار داروسازی و بهداشتی شفا,لابراتوار داروسازی و بهداشتی شفا,-,6670,3618956493219475,06260343640101,,,200
446,GABAPENTIN CAPSULE ORAL 400 mg,ایران دارو,ایران دارو,633000,21100,2799209653449770,06260155420090,,1401/04/10,200
447,GABAPENTIN CAPSULE ORAL 400 mg,کارخانجات دارو پخش,کارخانجات دارو پخش,667000,6670,1714318053273483,06260132422093,,,200
448,GABAPENTIN CAPSULE ORAL 400 mg,داروسازی اکسیر,داروسازی اکسیر,2110000,21100,5729841765015954,06260153031830,,1405/01/17,200
449,GABAPENTIN CAPSULE ORAL 400 mg,باختر  بیوشیمی,باختر  بیوشیمی,633000,21100,4887702997567651,06260483520639,,1403/09/26,200
450,GADOPENTETATE DIMEGLUMINE INJECTION PARENTERAL 469 mg/1mL 20MILLILITER,کارخانجات دارو پخش,کارخانجات دارو پخش,38047000,3804700,4015107533318393,06260132427753,,1404/04/26,200
451,GADOPENTETATE DIMEGLUMINE INJECTION PARENTERAL 469 mg/1mL 15MILLILITER,ان بی اس کیش,Sanochemia,650000,650000,1324697447447309,09003498026867,,1397/11/20,200
452,GADOPENTETATE DIMEGLUMINE INJECTION PARENTERAL 469 mg/1mL 15MILLILITER,داروسازی ابوریحان,داروسازی ابوریحان,540700,540700,3814929642675146,06260164691115,,1404/03/09,200
453,"GELATIN MODIFIED INJECTION, SOLUTION INTRAVENOUS 3 % 500MILLILITER",داروسازی ثامن,داروسازی ثامن,287632,287632,9902252887876695,06260183820244,,1406/08/27,200
454,"GEMCITABINE (AS HYDROCHLORIDE) INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 1 g",دارو سازی اسوه,دارو سازی اسوه,-,-,8902337980330213,06260174450436,,,200
455,"GEMCITABINE (AS HYDROCHLORIDE) INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 1 g",اکتوورکو,Actavis,1500000,1500000,6216838375526929,05690528232110,,1397/12/11,200
456,"GEMCITABINE (AS HYDROCHLORIDE) INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 1 g",ویرا لیان گروه,Sun Pharmaceutical Industries Ltd.,2400000,2400000,0157218029271838,08901127009315,,1399/11/12,200
457,"GEMCITABINE (AS HYDROCHLORIDE) INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 1 g",امید دارو سلامت,Hikma Farmaceutica S.a.,0,0,1025582306656904,06261858801049,,1399/09/30,200
458,"GEMCITABINE (AS HYDROCHLORIDE) INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 1 g",ویتان فارمد,ویتان فارمد,0,0,5321549769990431,06262168600230,,1397/11/19,200
459,"GEMCITABINE (AS HYDROCHLORIDE) INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 1 g",تدبیر کالای جم,Vianex,2400000,2400000,3038245032945092,06260589800659,,1400/02/26,200
460,"GEMCITABINE (AS HYDROCHLORIDE) INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 1 g",زیست دارو درمان پارس,Intas,-,1500000,0007930841939467,08901708005910,,1392/09/17,200
461,"GEMCITABINE (AS HYDROCHLORIDE) INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 1 g",شفا یاب گستر,Hospira,1500000,1500000,9427011233343278,,,1398/06/02,200
462,"GEMCITABINE (AS HYDROCHLORIDE) INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 200 mg",شفا یاب گستر,Hospira,325000,325000,9628600482963669,,,1398/06/02,200
463,"GEMCITABINE (AS HYDROCHLORIDE) INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 200 mg",تدبیر کالای جم,Vianex,550000,550000,4861093776123785,06260589800666,,1400/02/26,200
464,"GEMCITABINE (AS HYDROCHLORIDE) INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 200 mg",زیست دارو درمان پارس,Intas,-,325000,6695430040273091,08901708005907,,1392/09/17,200
465,"GEMCITABINE (AS HYDROCHLORIDE) INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 200 mg",امید دارو سلامت,Hikma Farmaceutica S.a.,0,0,0326145086696539,06261858800103,,1399/09/30,200
466,"GEMCITABINE (AS HYDROCHLORIDE) INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 200 mg",اکتوورکو,Actavis,754500,754500,9199582833445848,05690528232103,,1397/12/11,200
467,"GEMCITABINE (AS HYDROCHLORIDE) INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 200 mg",دارو سازی اسوه,دارو سازی اسوه,325000,325000,4171205381260107,06260174450429,,,200
468,"GEMCITABINE (AS HYDROCHLORIDE) INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 200 mg",ویتان فارمد,ویتان فارمد,0,0,7019899537580595,06262168600223,,1397/11/19,200
469,"GEMCITABINE (AS HYDROCHLORIDE) INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 200 mg",ویرا لیان گروه,Sun Pharmaceutical Industries Ltd.,550000,550000,2311012645135956,08901127011547,,1399/11/12,200
470,GEMFIBROZIL CAPSULE ORAL 300 mg,لابراتوارهای شهردارو,لابراتوارهای شهردارو,320000,3200,4777461165977030,06260195220018,,,200
471,GEMFIBROZIL CAPSULE ORAL 300 mg,لابراتوارهای شهردارو,لابراتوارهای شهردارو,1710000,17100,0124349967219053,06260195220018,,1406/09/27,200
472,GEMFIBROZIL CAPSULE ORAL 300 mg,پارس دارو,پارس دارو,-,3200,5853541322852815,,,,200
473,GEMFIBROZIL CAPSULE ORAL 300 mg,داروسازی امین,داروسازی امین,320000,3200,5991488437686799,06260154910158,,,200
474,GEMFIBROZIL CAPSULE ORAL 300 mg,پارس دارو,پارس دارو,1710000,17100,7229496136109417,06260113740512,,1405/06/21,200
475,GEMFIBROZIL CAPSULE ORAL 300 mg,روزدارو,روزدارو,320000,3200,7494689883843669,,,,200
476,GEMFIBROZIL CAPSULE ORAL 300 mg,اکتوورکو,اکتوورکو,1026000,17100,6456131193993652,06260574340535,,1401/04/24,200
477,GEMFIBROZIL CAPSULE ORAL 300 mg,دایر دارو,دایر دارو,-,3200,3874806777971686,06260783600482,,,200
478,GEMFIBROZIL CAPSULE ORAL 300 mg,دارو سازی حکیم,دارو سازی حکیم,1710000,17100,9987600481993828,06260155819115,,1404/12/02,200
479,GEMFIBROZIL CAPSULE ORAL 300 mg,داروسازی تولید دارو,داروسازی تولید دارو,1710000,17100,7459687703427695,06260803061644,,1404/07/24,200
480,GEMFIBROZIL CAPSULE ORAL 300 mg,باختر  بیوشیمی,باختر  بیوشیمی,96000,3200,5892438488793395,06260483520912,,,200
481,GEMFIBROZIL TABLET ORAL 450 mg,پارس دارو,پارس دارو,370000,3700,8034788327084567,06260113740567,,,200
482,GEMFIBROZIL TABLET ORAL 450 mg,باختر  بیوشیمی,باختر  بیوشیمی,111000,3700,8132494664094868,06260483512313,,,200
483,GEMFIBROZIL TABLET ORAL 450 mg,داروسازی دکتر عبیدی,داروسازی دکتر عبیدی,1070000,21400,0963040312625519,06260154630612,,1403/12/16,200
484,GEMFIBROZIL TABLET ORAL 450 mg,پارس دارو,پارس دارو,-,3700,9337291236563603,,,,200
485,GEMFIBROZIL TABLET ORAL 450 mg,لابراتوارهای شهردارو,لابراتوارهای شهردارو,222000,3700,2109044089387985,06260195211115,,,200
486,GEMFIBROZIL TABLET ORAL 450 mg,لابراتوارهای شهردارو,لابراتوارهای شهردارو,1284000,21400,8367528384865000,06260195211115,,1406/07/26,200
